State,District,Year,Month,Insolation (in kWh/m²)
Jammu and Kashmir,Riasi,2024,January,66
Jammu and Kashmir,Jammu,2024,January,66
Jammu and Kashmir,Udhampur,2024,January,67
Jammu and Kashmir,Kishtwar,2024,January,64
Jammu and Kashmir,Anantnag,2024,January,79
Jammu and Kashmir,Srinagar,2024,January,80
Ladakh,Leh,2024,January,78
Jammu and Kashmir,Kathua,2024,January,68
Punjab,Tarn Taran,2024,January,68
Jammu and Kashmir,Rajauri,2024,January,67
Jammu and Kashmir,Doda,2024,January,60
Jammu and Kashmir,Samba,2024,January,66
Jammu and Kashmir,Ramban,2024,January,55
Jammu and Kashmir,Shupiyan,2024,January,81
Jammu and Kashmir,Kulgam,2024,January,81
Jammu and Kashmir,Pulwama,2024,January,82
Jammu and Kashmir,Badgam,2024,January,84
Jammu and Kashmir,Bandipura,2024,January,66
Jammu and Kashmir,Kupwara,2024,January,74
Jammu and Kashmir,Ganderbal,2024,January,74
Punjab,Kapurthala,2024,January,72
Himachal Pradesh,Hamirpur,2024,January,86
Himachal Pradesh,Kullu,2024,January,81
Himachal Pradesh,Kinnaur,2024,January,120
Jammu and Kashmir,Kathua,2024,January,68
Himachal Pradesh,Chamba,2024,January,75
Himachal Pradesh,Lahul & Spiti,2024,January,98
Jammu and Kashmir,Rajauri,2024,January,70
Jammu and Kashmir,Ramban,2024,January,62
Jammu and Kashmir,Kishtwar,2024,January,65
Ladakh,Kargil,2024,January,82
Ladakh,Leh,2024,January,82
Jammu and Kashmir,Baramula,2024,January,65
Jammu and Kashmir,Ganderbal,2024,January,76
Ladakh,Kargil,2024,January,89
Ladakh,Leh,2024,January,69
Ladakh,Leh,2024,January,63
Ladakh,Leh,2024,January,64
Ladakh,Leh,2024,January,68
Ladakh,Leh,2024,January,78
Ladakh,Leh,2024,January,57
Ladakh,Leh,2024,January,65
Ladakh,Leh,2024,January,80
Ladakh,Leh,2024,January,69
Ladakh,Leh,2024,January,105
Ladakh,Leh,2024,January,57
Ladakh,Leh,2024,January,70
Ladakh,Leh,2024,January,57
Lakshadweep,Lakshadweep,2024,January,135
Lakshadweep,Lakshadweep,2024,January,134
Andaman and Nicobar Islands,South andamans,2024,January,146
Andhra Pradesh,Ysr Kadapa,2024,January,143
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,January,135
Andhra Pradesh,Nandyal,2024,January,136
Andhra Pradesh,Palnadu,2024,January,131
Maharashtra,Solapur,2024,January,121
Telangana,Bhadradri Kothagudem,2024,January,127
Andhra Pradesh,Alluri Sitharama Raju,2024,January,133
Odisha,Rayagarha,2024,January,128
Odisha,Ganjam,2024,January,110
Gujarat,Kachchh,2024,January,108
Gujarat,Kachchh,2024,January,109
Rajasthan,Barmer,2024,January,98
Rajasthan,Jaisalmer,2024,January,96
Rajasthan,Jaisalmer,2024,January,84
Rajasthan,Jaisalmer,2024,January,77
Rajasthan,Bikaner,2024,January,81
Rajasthan,Bikaner,2024,January,66
Arunachal Pradesh,Upper Siang,2024,January,71
Arunachal Pradesh,Dibang Valley,2024,January,76
West Bengal,South 24Parganas,2024,January,88
Rajasthan,Jaisalmer,2024,February,116
Rajasthan,Barmer,2024,February,120
Punjab,Gurdaspur,2024,February,89
Gujarat,Gandhinagar,2024,February,106
Rajasthan,Bikaner,2024,February,112
Punjab,Amritsar,2024,February,90
Punjab,Firozpur,2024,February,99
Punjab,Faridkot,2024,February,100
Punjab,Bathinda,2024,February,100
Rajasthan,Churu,2024,February,109
Punjab,Hoshiarpur,2024,February,91
Punjab,Kapurthala,2024,February,95
Punjab,Jalandhar,2024,February,94
Punjab,Ludhiana,2024,February,94
Punjab,Sangrur,2024,February,95
Haryana,Sirsa,2024,February,101
Haryana,Hisar,2024,February,97
Rajasthan,Jhunjhunun,2024,February,107
Himachal Pradesh,Chamba,2024,February,71
Himachal Pradesh,Lahul & Spiti,2024,February,58
Himachal Pradesh,Mandi,2024,February,89
Himachal Pradesh,Hamirpur,2024,February,94
Himachal Pradesh,Una,2024,February,91
Himachal Pradesh,Bilaspur,2024,February,94
Punjab,Rupnagar,2024,February,94
Haryana,Ambala,2024,February,90
Punjab,Patiala,2024,February,92
Chandigarh,Chandigarh,2024,February,92
Haryana,Karnal,2024,February,87
Haryana,Jind,2024,February,92
Haryana,Kaithal,2024,February,93
Haryana,Rohtak,2024,February,91
Uttarakhand,Bageshwar,2024,February,98
Uttarakhand,Udham Singh Nagar,2024,February,92
Uttar Pradesh,Amroha,2024,February,90
Haryana,Rewari,2024,February,96
Jharkhand,Bokaro,2024,February,114
Tamil Nadu,Thiruvarur,2024,February,184
Haryana,Bhiwani,2024,February,96
Haryana,Mahendragarh,2024,February,105
Himachal Pradesh,Kullu,2024,February,76
Himachal Pradesh,Shimla,2024,February,84
Himachal Pradesh,Solan,2024,February,94
Himachal Pradesh,Sirmaur,2024,February,88
Uttar Pradesh,Saharanpur,2024,February,90
Uttar Pradesh,Muzaffarnagar,2024,February,90
Delhi,Central,2024,February,88
Uttar Pradesh,Meerut,2024,February,87
Haryana,Sonipat,2024,February,85
Uttar Pradesh,Ghaziabad,2024,February,88
Haryana,Gurugram,2024,February,89
Uttar Pradesh,Bulandshahr,2024,February,91
Haryana,Faridabad,2024,February,89
Himachal Pradesh,Kinnaur,2024,February,73
Uttarakhand,Uttarkashi,2024,February,95
Uttarakhand,Dehradun,2024,February,93
Uttarakhand,Pauri Garhwal,2024,February,103
Uttarakhand,Tehri Garhwal,2024,February,94
Uttarakhand,Haridwar,2024,February,93
Uttar Pradesh,Bijnor,2024,February,90
Uttar Pradesh,Moradabad,2024,February,92
Uttarakhand,Chamoli,2024,February,97
Uttarakhand,Almora,2024,February,96
Uttarakhand,Nainital,2024,February,88
Uttar Pradesh,Rampur,2024,February,92
Uttar Pradesh,Pilibhit,2024,February,94
Uttar Pradesh,Bareilly,2024,February,94
Uttar Pradesh,Budaun,2024,February,98
Uttarakhand,Pithoragarh,2024,February,100
Gujarat,Kachchh,2024,February,137
Gujarat,Jamnagar,2024,February,142
Gujarat,Rajkot,2024,February,144
Gujarat,Junagadh,2024,February,145
Dadra and Nagar Haveli and Daman and Diu,Diu,2024,February,143
Gujarat,Surendranagar,2024,February,135
Gujarat,Amreli,2024,February,143
Rajasthan,Jalor,2024,February,131
Rajasthan,Sirohi,2024,February,132
Rajasthan,Nagaur,2024,February,119
Rajasthan,Jodhpur,2024,February,125
Rajasthan,Pali,2024,February,129
Rajasthan,Udaipur,2024,February,132
Rajasthan,Ajmer,2024,February,124
Rajasthan,Bhilwara,2024,February,124
Rajasthan,Chittaurgarh,2024,February,123
Rajasthan,Sikar,2024,February,112
Rajasthan,Jaipur,2024,February,113
Rajasthan,Tonk,2024,February,118
Rajasthan,Bundi,2024,February,116
Rajasthan,Kota,2024,February,120
Madhya Pradesh,Mandsaur,2024,February,130
Gujarat,Gandhinagar,2024,February,136
Gujarat,Mahesana,2024,February,138
Gujarat,Ahmadabad,2024,February,134
Gujarat,Kheda,2024,February,134
Gujarat,Bhavnagar,2024,February,130
Gujarat,Bharuch,2024,February,138
Gujarat,Valsad,2024,February,143
Dadra and Nagar Haveli and Daman and Diu,Daman,2024,February,143
Rajasthan,Dungarpur,2024,February,137
Karnataka,Bengaluru (Urban),2024,February,182
Gujarat,Vadodara,2024,February,133
Gujarat,Dangs,2024,February,132
Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,2024,February,148
Maharashtra,Nashik,2024,February,137
Rajasthan,Banswara,2024,February,133
Madhya Pradesh,Jhabua,2024,February,132
Maharashtra,Dhule,2024,February,133
Madhya Pradesh,Ratlam,2024,February,130
Madhya Pradesh,Ujjain,2024,February,130
Madhya Pradesh,Indore,2024,February,133
Madhya Pradesh,Dhar,2024,February,129
Madhya Pradesh,Khargone,2024,February,131
Maharashtra,Jalgaon,2024,February,133
Rajasthan,Alwar,2024,February,105
Rajasthan,Sawai Madhopur,2024,February,122
Rajasthan,Jhalawar,2024,February,122
Madhya Pradesh,Rajgarh,2024,February,133
Uttar Pradesh,Mathura,2024,February,99
Rajasthan,Bharatpur,2024,February,103
Rajasthan,Dhaulpur,2024,February,105
Madhya Pradesh,Shivpuri,2024,February,123
Madhya Pradesh,Guna,2024,February,127
Uttar Pradesh,Aligarh,2024,February,96
Uttar Pradesh,Etah,2024,February,98
Uttar Pradesh,Agra,2024,February,101
Uttar Pradesh,Firozabad,2024,February,101
Madhya Pradesh,Bhind,2024,February,104
Madhya Pradesh,Morena,2024,February,106
Madhya Pradesh,Gwalior,2024,February,111
Madhya Pradesh,Datia,2024,February,120
Uttar Pradesh,Jhansi,2024,February,120
Madhya Pradesh,Tikamgarh,2024,February,132
Uttar Pradesh,Lalitpur,2024,February,131
Uttar Pradesh,Farrukhabad,2024,February,96
Uttar Pradesh,Mainpuri,2024,February,101
Uttar Pradesh,Shahjahanpur,2024,February,93
Uttar Pradesh,Etawah,2024,February,101
Uttar Pradesh,Jalaun,2024,February,111
Madhya Pradesh,Chhatarpur,2024,February,128
Madhya Pradesh,Shajapur,2024,February,133
Madhya Pradesh,Dewas,2024,February,133
Madhya Pradesh,Khandwa,2024,February,129
Maharashtra,Buldhana,2024,February,132
Madhya Pradesh,Vidisha,2024,February,134
Madhya Pradesh,Raisen,2024,February,136
Madhya Pradesh,Bhopal,2024,February,136
Madhya Pradesh,Sehore,2024,February,135
Madhya Pradesh,Narmadapuram,2024,February,138
Madhya Pradesh,Betul,2024,February,131
Maharashtra,Amravati,2024,February,130
Maharashtra,Akola,2024,February,131
Madhya Pradesh,Sagar,2024,February,134
Madhya Pradesh,Chhindwara,2024,February,130
Maharashtra,Wardha,2024,February,134
Maharashtra,Yavatmal,2024,February,136
Madhya Pradesh,Jabalpur,2024,February,139
Madhya Pradesh,Narsinghpur,2024,February,137
Madhya Pradesh,Seoni,2024,February,131
Maharashtra,Bhandara,2024,February,140
Maharashtra,Nagpur,2024,February,132
Uttar Pradesh,Sitapur,2024,February,91
Uttar Pradesh,Hardoi,2024,February,94
Uttar Pradesh,Lucknow,2024,February,93
Uttar Pradesh,Unnao,2024,February,100
Uttar Pradesh,Kanpur Nagar,2024,February,100
Uttar Pradesh,Hamirpur,2024,February,110
Uttar Pradesh,Fatehpur,2024,February,103
Uttar Pradesh,Banda,2024,February,113
Madhya Pradesh,Panna,2024,February,130
Assam,Hailakandi,2024,February,124
Bihar,Supaul,2024,February,92
Gujarat,Surat,2024,February,141
Tamil Nadu,Sivaganga,2024,February,178
Tamil Nadu,Thoothukudi,2024,February,182
Maharashtra,Hingoli,2024,February,138
Punjab,Shahid Bhagat Singh Nagar,2024,February,94
Himachal Pradesh,Kangra,2024,February,70
Sikkim,Mangan,2024,February,58
Sikkim,Namchi,2024,February,70
Assam,Dhubri,2024,February,103
Mizoram,Saiha,2024,February,133
Tamil Nadu,Nagapattinam,2024,February,184
Kerala,Pathanamthitta,2024,February,185
Maharashtra,Mumbai Suburban,2024,February,149
Meghalaya,Ri-Bhoi,2024,February,110
Meghalaya,South Garo Hills,2024,February,95
Mizoram,Serchhip,2024,February,147
Mizoram,Champhai,2024,February,148
Mizoram,Mamit,2024,February,140
Mizoram,Kolasib,2024,February,134
Punjab,Fatehgarh Sahib,2024,February,94
Madhya Pradesh,Anuppur,2024,February,134
Madhya Pradesh,Ashoknagar,2024,February,130
Uttarakhand,Champawat,2024,February,96
Uttarakhand,Rudraprayag,2024,February,109
Madhya Pradesh,Burhanpur,2024,February,131
Jammu and Kashmir,Muzaffarabad,2024,February,60
Jammu and Kashmir,Baramula,2024,February,72
Jammu and Kashmir,Punch,2024,February,78
Jammu and Kashmir,Mirpur,2024,February,83
Jammu and Kashmir,Riasi,2024,February,79
Jammu and Kashmir,Jammu,2024,February,83
Jammu and Kashmir,Udhampur,2024,February,79
Jammu and Kashmir,Kishtwar,2024,February,62
Jammu and Kashmir,Anantnag,2024,February,75
Jammu and Kashmir,Srinagar,2024,February,79
Ladakh,Leh,2024,February,75
Gujarat,Tapi,2024,February,140
Madhya Pradesh,Alirajpur,2024,February,130
Uttar Pradesh,Sambhal,2024,February,91
Assam,Chirang,2024,February,100
Uttar Pradesh,Amethi,2024,February,98
Madhya Pradesh,Satna,2024,February,125
Uttar Pradesh,Bahraich,2024,February,92
Haryana,Yamunanagar,2024,February,89
Haryana,Kurukshetra,2024,February,90
Haryana,Fatehabad,2024,February,99
Rajasthan,Hanumangarh,2024,February,106
Punjab,Sri Muktsar Sahib,2024,February,102
Punjab,Moga,2024,February,98
Haryana,Panchkula,2024,February,91
Rajasthan,Dausa,2024,February,113
Rajasthan,Karauli,2024,February,118
Rajasthan,Rajsamand,2024,February,129
Gujarat,Banas Kantha,2024,February,138
Gujarat,Patan,2024,February,138
Gujarat,Sabar Kantha,2024,February,140
Madhya Pradesh,Neemuch,2024,February,124
Rajasthan,Baran,2024,February,122
Madhya Pradesh,Sheopur,2024,February,124
Uttar Pradesh,Mahoba,2024,February,121
West Bengal,Alipur Duar,2024,February,95
Haryana,Palwal,2024,February,92
Madhya Pradesh,Damoh,2024,February,135
Punjab,Mansa,2024,February,97
Tripura,Dhalai,2024,February,130
Madhya Pradesh,Katni,2024,February,137
Uttar Pradesh,Kanpur Dehat,2024,February,103
Uttar Pradesh,Kannauj,2024,February,97
Uttar Pradesh,Gonda,2024,February,91
Uttar Pradesh,Bara Banki,2024,February,90
Uttar Pradesh,Rae Bareli,2024,February,101
Uttar Pradesh,Pratapgarh,2024,February,99
Uttar Pradesh,Prayagraj,2024,February,109
Madhya Pradesh,Rewa,2024,February,125
Madhya Pradesh,Sidhi,2024,February,127
Uttar Pradesh,Ayodhya,2024,February,90
Uttar Pradesh,Basti,2024,February,87
Uttar Pradesh,Sultanpur,2024,February,95
Uttar Pradesh,Jaunpur,2024,February,104
Uttar Pradesh,Varanasi,2024,February,109
Uttar Pradesh,Mirzapur,2024,February,112
Uttar Pradesh,Siddharthnagar,2024,February,86
Uttar Pradesh,Gorakhpur,2024,February,85
Uttar Pradesh,Deoria,2024,February,88
Uttar Pradesh,Azamgarh,2024,February,95
Uttar Pradesh,Mau,2024,February,99
Uttar Pradesh,Ghazipur,2024,February,105
Uttar Pradesh,Sonbhadra,2024,February,122
Madhya Pradesh,Mandla,2024,February,137
Madhya Pradesh,Balaghat,2024,February,134
Maharashtra,Gadchiroli,2024,February,142
Madhya Pradesh,Shahdol,2024,February,136
Chhattisgarh,Raipur,2024,February,142
Chhattisgarh,Durg,2024,February,142
Chhattisgarh,Rajnandgaon,2024,February,142
Chhattisgarh,Bilaspur,2024,February,136
Arunachal Pradesh,Tawang,2024,February,74
Assam,Nalbari,2024,February,102
Assam,Barpeta,2024,February,105
Assam,Kamrup Metro,2024,February,107
Meghalaya,East Khasi Hills,2024,February,104
Meghalaya,West Khasi Hills,2024,February,96
West Bengal,Nadia,2024,February,102
West Bengal,Hugli,2024,February,102
West Bengal,Haora,2024,February,104
West Bengal,Kolkata,2024,February,105
West Bengal,South 24Parganas,2024,February,106
Tripura,West Tripura,2024,February,119
Tripura,Gomti,2024,February,127
Arunachal Pradesh,West Siang,2024,February,66
Arunachal Pradesh,Upper Subansiri,2024,February,53
Arunachal Pradesh,Dibang Valley,2024,February,60
Arunachal Pradesh,East Siang,2024,February,69
Arunachal Pradesh,West Kameng,2024,February,57
Assam,Sonitpur,2024,February,98
Assam,Marigaon,2024,February,108
Assam,Bongaigaon,2024,February,103
Assam,Darang,2024,February,100
Assam,Nagaon,2024,February,107
Meghalaya,West Jaintia Hills,2024,February,105
Assam,Karimganj,2024,February,118
Assam,Cachar,2024,February,125
Tripura,Unakoti,2024,February,123
Arunachal Pradesh,East Kameng,2024,February,64
Arunachal Pradesh,Papumpare,2024,February,73
Assam,Golaghat,2024,February,109
Assam,Karbi Anglong,2024,February,116
Assam,Dima Hasao,2024,February,121
Manipur,Tamenglong,2024,February,120
Manipur,Imphal East,2024,February,124
Manipur,Bishnupur,2024,February,127
Manipur,Churachandpur,2024,February,132
Manipur,Chandel,2024,February,132
Assam,Dibrugarh,2024,February,80
Assam,Lakhimpur,2024,February,82
Assam,Sibsagar,2024,February,101
Assam,Jorhat,2024,February,105
Nagaland,Mokokchung,2024,February,117
Nagaland,Tuensang,2024,February,103
Nagaland,Wokha,2024,February,128
Nagaland,Zunheboto,2024,February,116
Nagaland,Phek,2024,February,119
Nagaland,Kohima,2024,February,119
Manipur,Senapati,2024,February,119
Manipur,Ukhrul,2024,February,114
Manipur,Thoubal,2024,February,127
Arunachal Pradesh,Tirap,2024,February,102
Nagaland,Mon,2024,February,113
Mizoram,Aizawl,2024,February,136
Mizoram,Lunglei,2024,February,138
Arunachal Pradesh,Lohit,2024,February,73
Maharashtra,Thane,2024,February,151
Maharashtra,Mumbai,2024,February,150
Maharashtra,Raigarh,2024,February,149
Maharashtra,Pune,2024,February,142
Maharashtra,Ratnagiri,2024,February,155
Maharashtra,Sindhudurg,2024,February,163
Maharashtra,Ahmednagar,2024,February,136
Maharashtra,Satara,2024,February,146
Maharashtra,Sangli,2024,February,153
Maharashtra,Kolhapur,2024,February,159
Maharashtra,Chhatrapati Sambhajinagar,2024,February,136
Maharashtra,Jalna,2024,February,135
Maharashtra,Beed,2024,February,137
Maharashtra,Solapur,2024,February,146
Karnataka,Vijayapura,2024,February,154
Goa,North Goa,2024,February,165
Karnataka,Belagavi,2024,February,167
Karnataka,Uttara Kannada,2024,February,165
Karnataka,Dakshina Kannada,2024,February,168
Kerala,Kasaragod,2024,February,164
Karnataka,Dharwad,2024,February,170
Karnataka,Shivamogga,2024,February,180
Karnataka,Chikkamagaluru,2024,February,177
Karnataka,Kodagu,2024,February,173
Lakshadweep,Lakshadweep,2024,February,160
Kerala,Kannur,2024,February,164
Kerala,Kozhikode,2024,February,173
Maharashtra,Parbhani,2024,February,139
Maharashtra,Latur,2024,February,143
Maharashtra,Dharashiv,2024,February,141
Karnataka,Kalaburagi,2024,February,149
Maharashtra,Nanded,2024,February,141
Karnataka,Bidar,2024,February,151
Telangana,Mahabubnagar,2024,February,160
Karnataka,Raichur,2024,February,159
Telangana,Adilabad,2024,February,141
Telangana,Nizamabad,2024,February,147
Telangana,Sangareddy,2024,February,151
Telangana,Hyderabad,2024,February,153
Maharashtra,Chandrapur,2024,February,139
Telangana,Karimnagar,2024,February,146
Telangana,Hanumakonda,2024,February,150
Telangana,Nalgonda,2024,February,152
Karnataka,Ballari,2024,February,167
Karnataka,Chitradurga,2024,February,178
Karnataka,Hassan,2024,February,180
Karnataka,Mandya,2024,February,182
Karnataka,Mysuru,2024,February,181
Andhra Pradesh,Ananthapuramu,2024,February,173
Karnataka,Tumakuru,2024,February,180
Karnataka,Bengaluru (Urban),2024,February,182
Andhra Pradesh,Kurnool,2024,February,163
Andhra Pradesh,Ysr Kadapa,2024,February,173
Karnataka,Kolara,2024,February,180
Tamil Nadu,Dharmapuri,2024,February,175
Andhra Pradesh,Sri Potti Sriramulu Nellore,2024,February,161
Andhra Pradesh,Chittoor,2024,February,177
Tamil Nadu,Vellore,2024,February,177
Tamil Nadu,Kanchipuram,2024,February,172
Kerala,Wayanad,2024,February,182
Tamil Nadu,The Nilgiris,2024,February,185
Kerala,Malappuram,2024,February,178
Tamil Nadu,Coimbatore,2024,February,187
Kerala,Palakkad,2024,February,184
Kerala,Thrissur,2024,February,181
Kerala,Ernakulam,2024,February,181
Kerala,Kottayam,2024,February,182
Kerala,Alappuzha,2024,February,179
Kerala,Idukki,2024,February,190
Kerala,Thiruvananthapuram,2024,February,183
Kerala,Kollam,2024,February,182
Tamil Nadu,Erode,2024,February,186
Tamil Nadu,Virudhunagar,2024,February,178
Tamil Nadu,Tirunelveli,2024,February,178
Tamil Nadu,Kanniyakumari,2024,February,180
Tamil Nadu,Salem,2024,February,181
Tamil Nadu,Tiruchirappalli,2024,February,185
Tamil Nadu,Pudukkottai,2024,February,181
Tamil Nadu,Madurai,2024,February,179
Tamil Nadu,Ramanathapuram,2024,February,184
Puducherry,Puducherry,2024,February,176
Tamil Nadu,Cuddalore,2024,February,178
Puducherry,Karaikal,2024,February,183
Tamil Nadu,Thanjavur,2024,February,184
Telangana,Khammam,2024,February,146
Andhra Pradesh,Guntur,2024,February,149
Andhra Pradesh,Krishna,2024,February,152
Andhra Pradesh,Eluru,2024,February,146
Chhattisgarh,Bastar,2024,February,158
Odisha,Koraput,2024,February,150
Andhra Pradesh,Kakinada,2024,February,149
Puducherry,Yanam,2024,February,151
Odisha,Kalahandi,2024,February,153
Andhra Pradesh,Srikakulam,2024,February,145
Andhra Pradesh,Vizianagaram,2024,February,145
Andhra Pradesh,Visakhapatnam,2024,February,148
Andhra Pradesh,Prakasam,2024,February,153
Tamil Nadu,Chennai,2024,February,168
Andaman and Nicobar Islands,South andamans,2024,February,176
Uttar Pradesh,Kheri,2024,February,89
Uttar Pradesh,Ambedkar Nagar,2024,February,93
Uttar Pradesh,Sant Kabir Nagar,2024,February,87
Uttar Pradesh,Kaushambi,2024,February,108
Uttar Pradesh,Chitrakoot,2024,February,117
Uttar Pradesh,Kushinagar,2024,February,82
Bihar,Kaimur,2024,February,112
Uttar Pradesh,Chandauli,2024,February,111
Jharkhand,Garhwa,2024,February,134
Uttar Pradesh,Bhadohi,2024,February,113
Jharkhand,Chatra,2024,February,123
Gujarat,Narmada,2024,February,135
Maharashtra,Nandurbar,2024,February,134
Madhya Pradesh,Barwani,2024,February,133
Gujarat,Panch Mahals,2024,February,136
Gujarat,Dahod,2024,February,134
Gujarat,Anand,2024,February,136
Gujarat,Navsari,2024,February,143
Maharashtra,Washim,2024,February,134
Maharashtra,Gondia,2024,February,137
Madhya Pradesh,Harda,2024,February,137
Madhya Pradesh,Umaria,2024,February,137
Chhattisgarh,Korea,2024,February,134
Chhattisgarh,Kawardha (Kabirdham),2024,February,130
Chhattisgarh,Janjgir - Champa,2024,February,135
Jharkhand,Simdega,2024,February,137
Chhattisgarh,Jashpur,2024,February,133
Chhattisgarh,Mahasamund,2024,February,142
Odisha,Nuaparha,2024,February,146
Madhya Pradesh,Dindori,2024,February,133
Chhattisgarh,Korba,2024,February,134
Uttar Pradesh,Hathras,2024,February,99
Odisha,Bargarh,2024,February,142
Chhattisgarh,Uttar Bastar Kanker,2024,February,144
Chhattisgarh,Dhamtari,2024,February,143
Odisha,Nabarangapur,2024,February,152
